"Ticker";"Qtd";"Valor R$ 31/12/2024";"Discriminação";"Cnpj"
"UNI-V3-POS#2088572";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088572 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2089263";1.0;"764,57";"SALDO DE 1 UNI-V3-POS#2089263 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2089277";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2089277 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2089787";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2089787 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2090857";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2090857 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2090872";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2090872 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2090878";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2090878 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2090883";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2090883 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2091416";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2091416 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2091424";1.0;"18,92";"SALDO DE 1 UNI-V3-POS#2091424 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2092239";1.0;"1,74";"SALDO DE 1 UNI-V3-POS#2092239 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2092263";1.0;"702,21";"SALDO DE 1 UNI-V3-POS#2092263 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2092770";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2092770 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2094827";1.0;"6070,98";"SALDO DE 1 UNI-V3-POS#2094827 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2094858";1.0;"9356,66";"SALDO DE 1 UNI-V3-POS#2094858 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2094896";1.0;"247,81";"SALDO DE 1 UNI-V3-POS#2094896 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2095466";1.0;"877,24";"SALDO DE 1 UNI-V3-POS#2095466 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2097422";1.0;"11,86";"SALDO DE 1 UNI-V3-POS#2097422 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2097426";1.0;"6,43";"SALDO DE 1 UNI-V3-POS#2097426 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2099550";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2099550 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2099571";1.0;"331,82";"SALDO DE 1 UNI-V3-POS#2099571 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2100999";1.0;"864,30";"SALDO DE 1 UNI-V3-POS#2100999 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2101589";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2101589 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2102562";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2102562 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2103874";1.0;"21,41";"SALDO DE 1 UNI-V3-POS#2103874 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2104348";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2104348 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2118463";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2118463 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2118478";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2118478 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2125399";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2125399 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2126132";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2126132 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2126754";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2126754 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2128035";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2128035 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2128040";1.0;"8,80";"SALDO DE 1 UNI-V3-POS#2128040 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2128780";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2128780 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2134799";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2134799 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2142113";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2142113 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2153423";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2153423 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2155397";1.0;"6538,46";"SALDO DE 1 UNI-V3-POS#2155397 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2156586";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2156586 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2159779";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2159779 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2159787";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2159787 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2166083";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2166083 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2168857";1.0;"883,84";"SALDO DE 1 UNI-V3-POS#2168857 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2168892";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2168892 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2168972";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2168972 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2170489";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2170489 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2171544";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2171544 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2171594";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2171594 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2175810";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2175810 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2181134";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2181134 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2181142";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2181142 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2183760";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2183760 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2183779";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2183779 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2183789";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2183789 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2186718";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2186718 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2186980";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2186980 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2188023";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2188023 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2188032";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2188032 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2189546";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2189546 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2189564";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2189564 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2190165";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2190165 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2190965";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2190965 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2192732";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2192732 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2218557";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2218557 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"ETH";0.0042087073;"96,00";"SALDO DE 0,00420871 ETH CUSTODIADO NA CARTEIRA LEDGERScroll 0xe948 EM 31/12/2024.";""
"MIWEETH";0.027721;"0,00";"SALDO DE 0,027721 MIWEETH CUSTODIADO NA CARTEIRA LEDGERScroll 0xe948 EM 31/12/2024.";""
"SOL";50.461182031;"56705,71";"SALDO DE 50,46118203 SOL CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"RAY";1257.006833;"14389,33";"SALDO DE 1257,006833 RAY CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"FXN";30250.991522;"8263,24";"SALDO DE 30250,991522 FXN CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"ARC";5406.375072;"6671,94";"SALDO DE 5406,375072 ARC CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"ELIZA";154891.322286;"8408,85";"SALDO DE 154891,322286 ELIZA CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"VVAIFU";3028.045701;"1180,40";"SALDO DE 3028,045701 VVAIFU CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"DRUGS";6773.87257053;"306,16";"SALDO DE 6773,87257053 DRUGS CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"LUCE";1646.324216;"1179,29";"SALDO DE 1646,324216 LUCE CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"FRED";2273.013088;"1187,51";"SALDO DE 2273,013088 FRED CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"BARSIK";3620.91469;"2419,89";"SALDO DE 3620,91469 BARSIK CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"SHRUB";86421.111782;"587,93";"SALDO DE 86421,111782 SHRUB CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"AI16Z";10.891233306;"109,07";"SALDO DE 10,89123331 AI16Z CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"SOLCEX";11.7117;"1,34";"SALDO DE 11,7117 SOLCEX CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"OPK";429973.691754;"4383,83";"SALDO DE 429973,691754 OPK CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"DEGENAI";2294.700941;"1142,96";"SALDO DE 2294,700941 DEGENAI CUSTODIADO NA CARTEIRA LEDGER NA REDE SOLANA EM 31/12/2024.";""
"AZERO";98.53;"530,98";"SALDO DE 98,53 AZERO CUSTODIADO NA EXCHANGE MEXC EM 31/12/2024.";""
"MAVIA";19.21;"597,52";"SALDO DE 19,21 MAVIA CUSTODIADO NA EXCHANGE MEXC EM 31/12/2024.";""
"BRL";0.01;"0,00";"SALDO DE 0,01 BRL CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024.";""
"WIN";5e-07;"0,00";"SALDO DE 0,0000005 WIN CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024.";""
"MILKTIA";57.150859;"1731,90";"SALDO DE 57,150859 MILKTIA CUSTODIADO NA REDE OSMOSIS EM 31/12/2024.";""
"OSMO";11.642325;"30,15";"SALDO DE 11,642325 OSMO CUSTODIADO NA REDE OSMOSIS EM 31/12/2024.";""
"TIA";0.119672;"3,44";"SALDO DE 0,119672 TIA CUSTODIADO NA REDE OSMOSIS EM 31/12/2024.";""
"USDT";13.974342;"80,67";"SALDO DE 13,974342 USDT CUSTODIADO NA REDE POLYGON EM 31/12/2024.";""
"ETH";0.0297908754;"679,50";"SALDO DE 0,02979088 ETH CUSTODIADO NA REDE SCROLL EM 31/12/2024.";""
"RETH";0.0763838452;"1296,97";"SALDO DE 0,07638385 RETH CUSTODIADO NA REDE SCROLL EM 31/12/2024.";""
"RWRSETH";0.0019986418;"0,00";"SALDO DE 0,00199864 RWRSETH CUSTODIADO NA REDE SCROLL EM 31/12/2024.";""
"BILLY";1417.251059;"266,64";"SALDO DE 1417,251059 BILLY CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SOL";0.110732451;"124,44";"SALDO DE 0,11073245 SOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SSOL";0.03882622;"27,86";"SALDO DE 0,03882622 SSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"OWP";1.0;"0,00";"SALDO DE 1 OWP CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"RSSOL";0.19471741;"0,00";"SALDO DE 0,19471741 RSSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SMSOL";0.083297489;"0,00";"SALDO DE 0,08329749 SMSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SJITOSOL";0.070906327;"0,00";"SALDO DE 0,07090633 SJITOSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SOL";0.04791572;"53,85";"SALDO DE 0,04791572 SOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SSOL";0.347358705;"249,23";"SALDO DE 0,3473587 SSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SOL";0.081800459;"91,92";"SALDO DE 0,08180046 SOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SMSOL";0.041648744;"0,00";"SALDO DE 0,04164874 SMSOL CUSTODIADO NA REDE SOLANA EM 31/12/2024.";""
"SOL";34.84;"39151,42";"SALDO DE 34,84 SOL CUSTODIADO NA CARTEIRA TREZOR NA REDE SOLANA EM 31/12/2024.";""
